"","username","my_watched_episodes","total_count","greater_than_eq_3_count","percentage","category"
"18715","Gottacha",1,1,0,0,1
"18716","gottoadmititnow",2,1,0,0,1
"18717","Gottschi",6.5,2,2,1,10
"18718","Goukenslay",4,25,19,0.76,8
"18719","Goukisan",18,1,1,1,10
"18720","Goulou",3.5,8,6,0.75,8
"18721","Gouri",1,1,0,0,1
"18722","Goutcou",3,1,1,1,10
"18723","GovorunMAL",2.5,2,1,0.5,5
"18724","Gozdi",2,13,6,0.461538461538462,5
"18725","gozi",1,5,2,0.4,4
"18726","GPCommander",1,3,0,0,1
"18727","gpj252",2,23,4,0.173913043478261,2
"18728","gpoltra98",2,1,0,0,1
"18729","GPZ",2,3,0,0,1
"18730","Gr1mscythe",1.5,28,8,0.285714285714286,3
"18731","GR33NeyedDevil",13.5,2,2,1,10
"18732","gr8_nonsense",2,7,1,0.142857142857143,2
"18733","GraanBR",4,17,13,0.764705882352941,8
"18734","grab41",3,23,13,0.565217391304348,6
"18735","Grabak",5,4,3,0.75,8
"18736","grabthesky",4.5,10,8,0.8,8
"18737","Gracce",3,5,3,0.6,6
"18738","gracianoj",4.5,2,1,0.5,5
"18739","Graddus",4,5,4,0.8,8
"18740","gradius",4.5,4,3,0.75,8
"18741","gradualdescent",3,27,17,0.62962962962963,7
"18742","graduation2000",6,1,1,1,10
"18743","gradyjellyneck",16,2,2,1,10
"18744","Gradzik14",3,131,66,0.50381679389313,6
"18745","graeme_walker",3,1,1,1,10
"18746","graemegier",1,16,3,0.1875,2
"18747","GrafD",2,7,2,0.285714285714286,3
"18748","GraffO",2,22,6,0.272727272727273,3
"18749","Grafiene",5,14,9,0.642857142857143,7
"18750","grafittii",7,2,2,1,10
"18751","Grafogirl",4,7,5,0.714285714285714,8
"18752","Gragonith",1,3,1,0.333333333333333,4
"18753","grahcord",1,11,1,0.0909090909090909,1
"18754","Grail_Nikephoros",3,1,1,1,10
"18755","grakara",3.5,34,25,0.735294117647059,8
"18756","Grand_Chariot",4.5,2,1,0.5,5
"18757","Grande_Swag",4,13,8,0.615384615384615,7
"18758","GrandeNero",4,1,1,1,10
"18759","grandfinale",5,1,1,1,10
"18760","Grandine09",2.5,4,2,0.5,5
"18761","GrandJosh",4,26,18,0.692307692307692,7
"18762","GrandLoaf",1,2,0,0,1
"18763","Grandmagic13",3,22,18,0.818181818181818,9
"18764","Grando_",3,23,15,0.652173913043478,7
"18765","Grandpunkalex",2,9,4,0.444444444444444,5
"18766","Grandsteam",4,6,3,0.5,5
"18767","GrandTheftCart",2.5,2,1,0.5,5
"18768","Grandus",4,1,1,1,10
"18769","grandy_UiD",4.5,14,11,0.785714285714286,8
"18770","granger159",1,3,0,0,1
"18771","Granth",5,2,2,1,10
"18772","Grantnarg",8,5,4,0.8,8
"18773","GrantZ90",7.5,2,2,1,10
"18774","granzchesta",4.5,42,31,0.738095238095238,8
"18775","Granzon",1.5,8,2,0.25,3
"18776","grape",11,1,1,1,10
"18777","grapeofdeath",2,4,0,0,1
"18778","grar564",1.5,4,1,0.25,3
"18779","Grardox",2,60,28,0.466666666666667,5
"18780","GrasBlaster",10,1,1,1,10
"18781","GratoNite",3,8,5,0.625,7
"18782","GravBow",2,10,3,0.3,3
"18783","graved1gger",3,1,1,1,10
"18784","gravediigger",2,19,4,0.210526315789474,3
"18785","Gravegate913",2.5,6,3,0.5,5
"18786","Gravelyn",3,24,14,0.583333333333333,6
"18787","gravepact",1.5,10,4,0.4,4
"18788","GravesCigar",8,1,1,1,10
"18789","gravetrains",2,1,0,0,1
"18790","GraveWu_Diggaz",3,5,3,0.6,6
"18791","gravichan",8,9,8,0.888888888888889,9
"18792","Gravified",2.5,2,1,0.5,5
"18793","Gravitation",2,6,2,0.333333333333333,4
"18794","Gravity_cat",3.5,2,2,1,10
"18795","GravityChild",4,6,6,1,10
"18796","gray",5.5,2,2,1,10
"18797","Gray_Aria",2,3,1,0.333333333333333,4
"18798","Gray_Soul",3,7,4,0.571428571428571,6
"18799","GrayFox1987",7,1,1,1,10
"18800","GrayHoods",1,1,0,0,1
"18801","Grayish",2,6,2,0.333333333333333,4
"18802","GrayLee",4.5,4,4,1,10
"18803","Graynaldo",3.5,4,3,0.75,8
"18804","graysky14",17,1,1,1,10
"18805","Graysonnight",3,5,3,0.6,6
"18806","graywolf",2,3,1,0.333333333333333,4
"18807","Grayzor",1,4,0,0,1
"18808","graze",4,5,5,1,10
"18809","Grazell",4,5,4,0.8,8
"18810","GReaper1",1,1,0,0,1
"18811","GReaper5",1,9,2,0.222222222222222,3
"18812","Great-teacher",4,3,2,0.666666666666667,7
"18813","GreatEmperor",3,1,1,1,10
"18814","Greatest",6,4,3,0.75,8
"18815","GreatGui",1,7,0,0,1
"18816","GreatImperium",13,1,1,1,10
"18817","GreatInu",2,2,1,0.5,5
"18818","GreatJustice",2.5,2,1,0.5,5
"18819","GreatKenji",2,20,7,0.35,4
"18820","GreatKeroBerous",3,3,2,0.666666666666667,7
"18821","GreatMerlin",2.5,20,10,0.5,5
"18822","GreatNacho",3,22,13,0.590909090909091,6
"18823","GreatOldOne",3,20,11,0.55,6
"18824","GreatRumbler",3,67,36,0.537313432835821,6
"18825","GreatSense",4,8,6,0.75,8
"18826","Greatu",5.5,24,24,1,10
"18827","greatvillage",1,235,0,0,1
"18828","greatyu",2.5,4,2,0.5,5
"18829","greckoboy",3,7,5,0.714285714285714,8
"18830","greedeth",1,1,0,0,1
"18831","greedosk",4,2,2,1,10
"18832","greedybydlo",2,41,19,0.463414634146341,5
"18833","GreekBuffalo",4,1,1,1,10
"18834","greeko17",1,1,0,0,1
"18835","Green",2.5,2,1,0.5,5
"18836","Green_D_George",8.5,4,4,1,10
"18837","green_tako",1,1,0,0,1
"18838","Green-Eyes",1,1,0,0,1
"18839","green2griffin",4,3,2,0.666666666666667,7
"18840","GreenBeans",6,4,4,1,10
"18841","GreenBoy770",3,2,1,0.5,5
"18842","GreenDog",4,29,20,0.689655172413793,7
"18843","greendogod",2,3,0,0,1
"18844","GreenEye",1.5,2,0,0,1
"18845","greengaby9",22,1,1,1,10
"18846","GreenGiant",8,2,2,1,10
"18847","greengoblinking",4,20,17,0.85,9
"18848","GreenHorseAlien",3,1,1,1,10
"18849","GreenJupiter",2,1,0,0,1
"18850","GreenKaze",2,26,10,0.384615384615385,4
"18851","greenlaserbeams",2,1,0,0,1
"18852","greenleaf_",4,1,1,1,10
"18853","Greenleaff",3.5,6,3,0.5,5
"18854","greenlicious19",2,1,0,0,1
"18855","greenlove",16,1,1,1,10
"18856","Greenmushroom55",5,25,19,0.76,8
"18857","Greenoo",3,3,3,1,10
"18858","greensage5",6,32,32,1,10
"18859","greenslash",1,2,0,0,1
"18860","GreenSoap",6,2,2,1,10
"18861","Greenstarz",4,5,5,1,10
"18862","GreenStorm",3.5,6,4,0.666666666666667,7
"18863","Greentop",1,1,0,0,1
"18864","Greenwaves31",4,19,11,0.578947368421053,6
"18865","GreenXon",1.5,2,0,0,1
"18866","greeny",4,2,2,1,10
"18867","Grefix",2,5,2,0.4,4
"18868","Greg0050",1,3,1,0.333333333333333,4
"18869","greg50100",5,25,15,0.6,6
"18870","gregb12",3,10,6,0.6,6
"18871","Greggo",3,29,15,0.517241379310345,6
"18872","gregor0111",2,2,1,0.5,5
"18873","gregory_gdp",2,31,15,0.483870967741935,5
"18874","Gregory_House",7,1,1,1,10
"18875","Gregory111",4,4,3,0.75,8
"18876","GregRocks",3,2,1,0.5,5
"18877","greizais",1,1,0,0,1
"18878","grejbeJ",3,1,1,1,10
"18879","Grell_Sutcliffe",1.5,6,2,0.333333333333333,4
"18880","grellchan",10,1,1,1,10
"18881","Grellu-san",3,4,2,0.5,5
"18882","Gremier",4,1,1,1,10
"18883","Gremshula",1.5,4,1,0.25,3
"18884","gRena",3,1,1,1,10
"18885","Gres_Klevner",2.5,4,2,0.5,5
"18886","Gressa",3,5,3,0.6,6
"18887","Gressmon",4.5,10,7,0.7,7
"18888","Grester",4,4,2,0.5,5
"18889","greta2",10,2,2,1,10
"18890","Gretions",5,16,16,1,10
"18891","GREVARiA",3,1,1,1,10
"18892","Grevier",1,6,0,0,1
"18893","Grey_Jay",4,12,10,0.833333333333333,9
"18894","GreyAngel",4.5,2,1,0.5,5
"18895","greyantlers",1,3,0,0,1
"18896","greycld",4,3,3,1,10
"18897","GreyCount",6,1,1,1,10
"18898","Greydus",10,1,1,1,10
"18899","GreyFoxIndy",2.5,14,7,0.5,5
"18900","greykitsune",8.5,2,1,0.5,5
"18901","greylover",4,1,1,1,10
"18902","Greymal",3,1,1,1,10
"18903","Greyrat_",4.5,24,15,0.625,7
"18904","greyshaman",8,4,4,1,10
"18905","GreySilence",2,17,7,0.411764705882353,5
"18906","greytulip21",4,1,1,1,10
"18907","Greyx",2,7,3,0.428571428571429,5
"18908","grgic1994",4.5,4,3,0.75,8
"18909","GribTheBest",5,9,8,0.888888888888889,9
"18910","Grid",1,1,0,0,1
"18911","Griever18",3,1,1,1,10
"18912","Grievergod",4,6,5,0.833333333333333,9
"18913","Grievous",4,44,32,0.727272727272727,8
"18914","grifatmal",6,26,26,1,10
"18915","Grife",2,1,0,0,1
"18916","Griff-ith",3,9,8,0.888888888888889,9
"18917","GriffintheGuy",2.5,2,1,0.5,5
"18918","Griffith-kun",1,3,0,0,1
"18919","Griffith7",5,2,2,1,10
"18920","Grifflth",6,5,4,0.8,8
"18921","Griffmstr",3,52,31,0.596153846153846,6
"18922","Griggabyte",4.5,2,1,0.5,5
"18923","grigoris24",3,2,1,0.5,5
"18924","Grigsterr",7,1,1,1,10
"18925","GRIHAZARD",3,5,4,0.8,8
"18926","Grillo",3,3,2,0.666666666666667,7
"18927","Grim-Reap3r",7,1,1,1,10
"18928","Grim97",5,1,1,1,10
"18929","GrimaH",4,49,28,0.571428571428571,6
"18930","Grimani",6,1,1,1,10
"18931","Grimanir",3,5,3,0.6,6
"18932","Grimanoir",1,40,8,0.2,2
"18933","GrimArts",2,1,0,0,1
"18934","Grimbeorn",2,1,0,0,1
"18935","GrimDevil",11,1,1,1,10
"18936","GrimHollow",5,53,46,0.867924528301887,9
"18937","grimicle13",1,1,0,0,1
"18938","GrimiReaper",3,16,11,0.6875,7
"18939","Grimish",2,7,3,0.428571428571429,5
"18940","Grimjesse127",3.5,12,8,0.666666666666667,7
"18941","Grimm420",5,66,56,0.848484848484849,9
"18942","grimmer22",2,8,2,0.25,3
"18943","Grimmies",4,4,3,0.75,8
"18944","grimmjow_6",7,1,1,1,10
"18945","Grimmjow1989",1,41,6,0.146341463414634,2
"18946","grimmjow925",4,7,5,0.714285714285714,8
"18947","GrimoreThallison",8,5,5,1,10
"18948","GrimRe4per",4,1,1,1,10
"18949","Grimreaper5642",1,3,1,0.333333333333333,4
"18950","GrimReapez",6,1,1,1,10
"18951","Grimrella",4,1,1,1,10
"18952","grimripper",3,1,1,1,10
"18953","Grimvice",4.5,6,5,0.833333333333333,9
"18954","GrimWizard",6,37,32,0.864864864864865,9
"18955","Grincito",7,2,2,1,10
"18956","Grinder",5.5,4,4,1,10
"18957","Grisaille",3,8,5,0.625,7
"18958","Grisentania",1,52,8,0.153846153846154,2
"18959","grishuhanya1998",10,3,3,1,10
"18960","GrivelGeier",5,3,3,1,10
"18961","GRIZZAT",4,4,3,0.75,8
"18962","grizzelly",1,12,3,0.25,3
"18963","Grizzlestein",3,1,1,1,10
"18964","Grizzly578",2,31,12,0.387096774193548,4
"18965","grklein",3,48,31,0.645833333333333,7
"18966","Grmo",3,16,10,0.625,7
"18967","Groamer",3,2,1,0.5,5
"18968","grodz",2.5,4,2,0.5,5
"18969","groenlid",5,3,2,0.666666666666667,7
"18970","grogg",6,3,3,1,10
"18971","GrokMe",6,1,1,1,10
"18972","Grollish",5,1,1,1,10
"18973","Grom911",2,11,4,0.363636363636364,4
"18974","Grombart",1,2,0,0,1
"18975","Gromnir",1,18,5,0.277777777777778,3
"18976","Gromo_Bakarayou",2,3,1,0.333333333333333,4
"18977","Gromph",2,18,8,0.444444444444444,5
"18978","Groncserot",1.5,4,1,0.25,3
"18979","Gronio",1,1,0,0,1
"18980","Groove",4,3,2,0.666666666666667,7
"18981","GrooveArmada",1,3,1,0.333333333333333,4
"18982","Groovy_Hipster",3,3,3,1,10
"18983","GrosMatou",2,2,1,0.5,5
"18984","groszek941",2,17,8,0.470588235294118,5
"18985","Grotezk",2,1,0,0,1
"18986","grotoy",5,2,2,1,10
"18987","GrouchoMarx",4.5,2,2,1,10
"18988","groundfish",2,1,0,0,1
"18989","Grow_Stark",4,2,1,0.5,5
"18990","growsumbllz",4,9,7,0.777777777777778,8
"18991","groZA",3,1,1,1,10
"18992","grucha",2,2,0,0,1
"18993","GrufleSmurkle",2,12,2,0.166666666666667,2
"18994","Grumbacher",4.5,4,3,0.75,8
"18995","Grumpy-Lee",2,21,8,0.380952380952381,4
"18996","GrumpyAnimeSnob",3,1,1,1,10
"18997","GrumpyFelo",4,86,53,0.616279069767442,7
"18998","Grumpykitten058",1,1,0,0,1
"18999","grumpyswordsman",3.5,4,3,0.75,8
"19000","Grundybear",7,2,2,1,10
"19001","grungegirl1412",4,4,3,0.75,8
"19002","Grungerockpunk",4,3,3,1,10
"19003","Grungi_Ankhfire",4,4,2,0.5,5
"19004","grvysxn",4,3,3,1,10
"19005","grxs",4.5,6,5,0.833333333333333,9
"19006","Gryan",2,10,3,0.3,3
"19007","grymdylan",1,72,14,0.194444444444444,2
"19008","GrysBernkastel",3,8,5,0.625,7
"19009","gryupus",3,7,4,0.571428571428571,6
"19010","Grzesiek",5,1,1,1,10
"19011","grzessio1",3,3,3,1,10
"19012","GSculerlor",1,3,0,0,1
"19013","GsMax",4,1,1,1,10
"19014","gsmman7",6,15,12,0.8,8
"19015","GSource",1.5,2,0,0,1
"19016","GT",2.5,4,2,0.5,5
"19017","gt4god",6,1,1,1,10
"19018","Gta-gamer123",13,1,1,1,10
"19019","gtaGamer2211",2.5,4,2,0.5,5
"19020","GTrickster",11,3,3,1,10
"19021","GTS",3,2,1,0.5,5
"19022","gu-chan101",7.5,2,2,1,10
"19023","Gu1lh3rm3-Kun",1,3,0,0,1
"19024","Gu3rrit0",2,11,5,0.454545454545455,5
"19025","GuanYu_7",1,4,1,0.25,3
"19026","GuaranaBrahma",3,17,9,0.529411764705882,6
"19027","Guardb",6,23,18,0.782608695652174,8
"19028","GUARDIAN304",7,3,3,1,10
"19029","gubat1000",5.5,10,10,1,10
"19030","GucciBoi",1,1,0,0,1
"19031","Gucia",1,4,1,0.25,3
"19032","gudorian",1.5,4,1,0.25,3
"19033","guenawock",4,17,10,0.588235294117647,6
"19034","Guest82",3.5,36,22,0.611111111111111,7
"19035","Guetta",1,1,0,0,1
"19036","GuffyTheWeird",2,7,2,0.285714285714286,3
"19037","GuhBM666",5.5,12,10,0.833333333333333,9
"19038","guhthix",6,1,1,1,10
"19039","gui",2.5,4,2,0.5,5
"19040","Gui-chan08",6,1,1,1,10
"19041","gui-reis",7,1,1,1,10
"19042","guibmon",4,12,9,0.75,8
"19043","guicale",3,23,14,0.608695652173913,7
"19044","Guigiga",4,19,18,0.947368421052632,10
"19045","guiguivl1",8,3,3,1,10
"19046","GuiGuiZora",2,5,2,0.4,4
"19047","guigzp",5,5,5,1,10
"19048","guihp",3,61,39,0.639344262295082,7
"19049","guiJedi",4,1,1,1,10
"19050","guilabela",2,9,4,0.444444444444444,5
"19051","Guildayke666",8.5,2,2,1,10
"19052","guilherme_ac",2.5,2,1,0.5,5
"19053","guilherme14kj",6,8,8,1,10
"19054","Guilherme361",2,3,1,0.333333333333333,4
"19055","guilherme456",2,2,1,0.5,5
"19056","GuilhermeAmutti",3,5,3,0.6,6
"19057","GuilhermeGM",3,9,7,0.777777777777778,8
"19058","GuilhermeTroll",4,33,24,0.727272727272727,8
"19059","guillaumec",3,10,6,0.6,6
"19060","guillemartins96",3,13,7,0.538461538461538,6
"19061","Guillerjo",6,3,2,0.666666666666667,7
"19062","Guilleves",1,1,0,0,1
"19063","guilts51",4,13,10,0.769230769230769,8
"19064","Guilty",2,1,0,0,1
"19065","GuiltyAng3l",3.5,4,3,0.75,8
"19066","GuiltyCrownAlex",5.5,6,5,0.833333333333333,9
"19067","GuiltyPromise",3,9,9,1,10
"19068","GuiltyTyrant",12,1,1,1,10
"19069","Guina-Sensei",4,1,1,1,10
"19070","guineapigmaldito",3.5,16,11,0.6875,7
"19071","Guinm",1,9,2,0.222222222222222,3
"19072","GuiPeli",2,12,5,0.416666666666667,5
"19073","guisess93",10,1,1,1,10
"19074","guitar9876",5,13,11,0.846153846153846,9
"19075","Guitarfreak41658",1,1,0,0,1
"19076","GuitarGuy9000",1,1,0,0,1
"19077","GuitarPixie",3.5,2,1,0.5,5
"19078","guitarvillain",1,5,1,0.2,2
"19079","Guizne",1.5,2,0,0,1
"19080","Guki-kun",1,1,0,0,1
"19081","gukosowa",6,1,1,1,10
"19082","Gulaser",2,9,4,0.444444444444444,5
"19083","Gulio1999",1,2,0,0,1
"19084","guliver",2,3,0,0,1
"19085","Gulled",2,5,2,0.4,4
"19086","Gullka",2,5,2,0.4,4
"19087","gulmunthos",2,15,3,0.2,2
"19088","Gumchu",2.5,64,32,0.5,5
"19089","GumGumSaiyan",1,57,20,0.350877192982456,4
"19090","Gumi-Senpai",3.5,2,1,0.5,5
"19091","gumi-tan",3,68,40,0.588235294117647,6
"19092","gumiipoid",4,15,11,0.733333333333333,8
"19093","GuMiS160",3.5,2,2,1,10
"19094","GumiSakine",3,2,1,0.5,5
"19095","gummice",9,3,3,1,10
"19096","gummybear",8,1,1,1,10
"19097","gummybears",1,5,2,0.4,4
"19098","gummyberries",3.5,4,2,0.5,5
"19099","GummyTeeth",2.5,32,16,0.5,5
"19100","Gumon",6,7,5,0.714285714285714,8
"19101","gumplug",5,14,13,0.928571428571429,10
"19102","GuNagato",2,6,2,0.333333333333333,4
"19103","GunanD",5,11,8,0.727272727272727,8
"19104","Gundalive",3.5,4,2,0.5,5
"19105","Gundam4",3,12,8,0.666666666666667,7
"19106","GundamGuy88",2,1,0,0,1
"19107","GundamMeister",8,1,1,1,10
"19108","GundamSoul",3,1,1,1,10
"19109","Gunesh_x",2.5,4,2,0.5,5
"19110","gunesthestrange",3,9,5,0.555555555555556,6
"19111","GunG12aVe",10,1,1,1,10
"19112","Gungrave223",3.5,2,1,0.5,5
"19113","gungravesan7",7.5,4,4,1,10
"19114","Gunhaver",1,37,7,0.189189189189189,2
"19115","GunnerRads",1,1,0,0,1
"19116","gunnervivian",6,15,15,1,10
"19117","gunnjay",12,1,1,1,10
"19118","GunPowder",7,3,3,1,10
"19119","gunsek",3,11,6,0.545454545454545,6
"19120","gunshin",1.5,16,7,0.4375,5
"19121","gunsmithalex",2,7,2,0.285714285714286,3
"19122","GunZdroP",6,18,13,0.722222222222222,8
"19123","Guppi",3.5,2,2,1,10
"19124","guppika",7,3,3,1,10
"19125","GuQ",2,9,4,0.444444444444444,5
"19126","Gura_",4,5,3,0.6,6
"19127","Gura-tan",2,7,1,0.142857142857143,2
"19128","guree",1,15,2,0.133333333333333,2
"19129","Gurei",3,13,7,0.538461538461538,6
"19130","gurencchi",2,30,9,0.3,3
"19131","Gurepyon",1,16,4,0.25,3
"19132","Gureto-Daze",14,1,1,1,10
"19133","gureyuki",3,3,3,1,10
"19134","Guritchi-Kun",4,1,1,1,10
"19135","Guro-tan",5,6,4,0.666666666666667,7
"19136","gurohentai",4,7,5,0.714285714285714,8
"19137","Gurra50",7.5,4,3,0.75,8
"19138","Gurren_Joestar",2,2,0,0,1
"19139","GurrenDovah93",4,8,6,0.75,8
"19140","Gurreninja",7,5,4,0.8,8
"19141","GurrenLagann97",4,1,1,1,10
"19142","GurrenLeader1990",7,3,3,1,10
"19143","GurrenMetsu",2,1,0,0,1
"19144","guru_linx",6,1,1,1,10
"19145","Gusboy",5,2,2,1,10
"19146","gushiken",4,6,5,0.833333333333333,9
"19147","GusIsHere",2,2,1,0.5,5
"19148","guskherien",1,3,1,0.333333333333333,4
"19149","gust0717",1,5,1,0.2,2
"19150","gustaffen",5,7,4,0.571428571428571,6
"19151","GustaMagik",3,2,2,1,10
"19152","gustav0205",1,1,0,0,1
"19153","Gustavo_rar",3,4,2,0.5,5
"19154","Gustavo_Schmidt",6,1,1,1,10
"19155","Gustavo99",7.5,2,2,1,10
"19156","gustavoaz",3,5,3,0.6,6
"19157","GustavoGalvao",4.5,6,4,0.666666666666667,7
"19158","Gustavosencio14",4.5,4,3,0.75,8
"19159","GustavoSiqueira",2,2,0,0,1
"19160","Gustipedia",2,1,0,0,1
"19161","gusto84",2,2,1,0.5,5
"19162","gustofwind",1,5,1,0.2,2
"19163","Guta_Grubba",8,3,3,1,10
"19164","GutenTags",1.5,2,0,0,1
"19165","gutox253",2,62,27,0.435483870967742,5
"19166","Guts-sama",12,1,1,1,10
"19167","GutsIsBae",2,6,2,0.333333333333333,4
"19168","GUTSS",3,4,2,0.5,5
"19169","GutsxCasca",1,1,0,0,1
"19170","guuilp",3,9,5,0.555555555555556,6
"19171","guusagi",4,14,11,0.785714285714286,8
"19172","GUY007",3,6,4,0.666666666666667,7
"19173","Guy32",2,19,8,0.421052631578947,5
"19174","Guybrush",2,17,7,0.411764705882353,5
"19175","guybye",4.5,4,3,0.75,8
"19176","GuyFreakz",1,50,18,0.36,4
"19177","guyfromhell",4.5,2,2,1,10
"19178","GuyGordon",4,1,1,1,10
"19179","GuyPortnoy",1,2,0,0,1
"19180","Guyver_Unit",4.5,2,2,1,10
"19181","GuyverZero",2,3,1,0.333333333333333,4
"19182","Guzva",2,3,1,0.333333333333333,4
"19183","GVaultBoyBR",3.5,4,2,0.5,5
"19184","Gvaz",3,8,4,0.5,5
"19185","Gvine",4,5,3,0.6,6
"19186","Gw3nn0w",3,11,6,0.545454545454545,6
"19187","Gwabanaba",8,2,2,1,10
"19188","Gwaur",6,1,1,1,10
"19189","Gwayn",3,17,14,0.823529411764706,9
"19190","Gwayneson",1.5,2,0,0,1
"19191","GwaziMagnum",3.5,4,2,0.5,5
"19192","Gweb",2,10,3,0.3,3
"19193","GwenRose",6,5,4,0.8,8
"19194","gwenydith",5,27,24,0.888888888888889,9
"19195","Gwilthyunman",4,2,2,1,10
"19196","gwingfan",1,7,1,0.142857142857143,2
"19197","Gwinphor",3,3,3,1,10
"19198","GWNerd13",2,4,2,0.5,5
"19199","gwyllgi",1,13,1,0.0769230769230769,1
"19200","Gxmwp",1,160,51,0.31875,4
"19201","GxTr0wer",6,3,2,0.666666666666667,7
"19202","Gy-chan",1,1,0,0,1
"19203","gymanonm",3.5,2,1,0.5,5
"19204","GyoDan",2,20,9,0.45,5
"19205","Gyom",1,1,0,0,1
"19206","Gyosei",2,114,51,0.447368421052632,5
"19207","Gypsy",5,3,3,1,10
"19208","gypsywoman72",3,1,1,1,10
"19209","gyrboo",6,2,2,1,10
"19210","gyroscope",5,1,1,1,10
"19211","Gyrozeppeli03",10,1,1,1,10
"19212","Gyt_Kaliba",2,2,1,0.5,5
"19213","GZeppeli",4,5,3,0.6,6
"19214","GZnemesis",13,2,2,1,10
"19215","GZTC",6,2,2,1,10
"19216","H_K",6,2,2,1,10
"19217","H_Taichou",3,14,8,0.571428571428571,6
"19218","H-Ather",6,1,1,1,10
"19219","H-Mulah",4.5,2,1,0.5,5
"19220","H-Notowidjojo",2,29,13,0.448275862068966,5
"19221","h-puff",4,7,5,0.714285714285714,8
"19222","H-Waggad",2,38,16,0.421052631578947,5
"19223","H00H00",6,2,2,1,10
"19224","h00li9an",2,1,0,0,1
"19225","h0kur0",3,9,5,0.555555555555556,6
"19226","H0M35T4R",7,1,1,1,10
"19227","h0m3r0w",6,6,5,0.833333333333333,9
"19228","h0merx",2.5,2,1,0.5,5
"19229","h0neyb0y",4,4,4,1,10
"19230","h0ppR",3,1,1,1,10
"19231","h0rrificcupcake",2,8,3,0.375,4
"19232","h0ruz",2,11,4,0.363636363636364,4
"19233","H0rVatH",5,3,3,1,10
"19234","H11",1.5,6,1,0.166666666666667,2
"19235","h1bru",1,5,0,0,1
"19236","H1R0",6,6,5,0.833333333333333,9
"19237","H1tach11n",1,1,0,0,1
"19238","H36OPigmen",8.5,2,2,1,10
"19239","H3ADSWILLROLL",2,1,0,0,1
"19240","H3apke",2,37,15,0.405405405405405,5
"19241","h3g4123",2,4,0,0,1
"19242","h3l84",6,3,3,1,10
"19243","h3lls",2,1,0,0,1
"19244","H3nR4",3,21,11,0.523809523809524,6
"19245","H3nry_D_96",2.5,2,1,0.5,5
"19246","H3roB4d",5,1,1,1,10
"19247","H4ns",4,8,6,0.75,8
"19248","H4wkeyeXD",4,17,12,0.705882352941177,8
"19249","H4wkiee",4,10,8,0.8,8
"19250","h4z",5,1,1,1,10
"19251","h918",2,2,0,0,1
"19252","Ha_Enpitsu",15,3,3,1,10
"19253","Ha-Kimwie",4,1,1,1,10
"19254","Ha4iko17",1,1,0,0,1
"19255","Ha7su",5,19,17,0.894736842105263,9
"19256","Haagi",5,9,8,0.888888888888889,9
"19257","haaiwaar",2,1,0,0,1
"19258","Haakonwale",1.5,18,7,0.388888888888889,4
"19259","HaarWyvern",2,68,29,0.426470588235294,5
"19260","haasseo",1,5,0,0,1
"19261","Haatainen",1,2,0,0,1
"19262","Haava",7,3,3,1,10
"19263","Haavve",2,4,1,0.25,3
"19264","HabashiraNana",3.5,2,1,0.5,5
"19265","HabitPlays",2,32,14,0.4375,5
"19266","Habuton",4,2,2,1,10
"19267","Haby",6,7,6,0.857142857142857,9
"19268","HAC",5,19,17,0.894736842105263,9
"19269","hacate_rock",6,11,10,0.909090909090909,10
"19270","hacchi",1.5,8,3,0.375,4
"19271","Hacchin",1,1,0,0,1
"19272","Hachi-chan963",7,3,3,1,10
"19273","hachibaka",6.5,2,2,1,10
"19274","hachihikigaya",4,7,5,0.714285714285714,8
"19275","Hachik0",3,43,22,0.511627906976744,6
"19276","Hachiman_09",3,14,8,0.571428571428571,6
"19277","Hachiman92",1,2,0,0,1
"19278","Hachimitsu_pai",6,3,3,1,10
"19279","HachiRin",4.5,2,2,1,10
"19280","Hachiroku7",4,21,14,0.666666666666667,7
"19281","Hachirou",1,5,2,0.4,4
"19282","hachix",7,1,1,1,10
"19283","haci",4,7,4,0.571428571428571,6
"19284","hacid",3,1,1,1,10
"19285","hack_dawn",2,21,8,0.380952380952381,4
"19286","HaCkErChe",5,2,1,0.5,5
"19287","Hackerish101",6,1,1,1,10
"19288","Hackery",3,3,2,0.666666666666667,7
"19289","Hackham",2.5,24,12,0.5,5
"19290","hacking999",2,2,1,0.5,5
"19291","hackprime",2,31,10,0.32258064516129,4
"19292","HaD",3,3,2,0.666666666666667,7
"19293","hadashi_heitai",3,15,9,0.6,6
"19294","haday11",2,32,15,0.46875,5
"19295","hade91",3,6,4,0.666666666666667,7
"19296","Hades_Light",2.5,16,8,0.5,5
"19297","Hades-kun",4,7,6,0.857142857142857,9
"19298","HadesRifle",1,2,0,0,1
"19299","hadolfov",3,1,1,1,10
"19300","Hadomaster",4,3,3,1,10
"19301","hadooy",2.5,4,2,0.5,5
"19302","Hador",4,1,1,1,10
"19303","Hadorism",1,6,2,0.333333333333333,4
"19304","Hadorrin",1.5,2,0,0,1
"19305","Hadouken",3,4,2,0.5,5
"19306","HaDrewKen",1,1,0,0,1
"19307","hadrien_p",7,2,1,0.5,5
"19308","Hadrill",10,1,1,1,10
"19309","Hadrins",2,9,3,0.333333333333333,4
"19310","HadyReyadh",9,14,14,1,10
"19311","haedessatan",8,3,3,1,10
"19312","Haegorn",3,7,5,0.714285714285714,8
"19313","Haerowen",2,16,3,0.1875,2
"19314","Haex",3,10,6,0.6,6
